2.56e+02,-5.00e+00,-4.75e+00,-4.75e+00,1.60e+01,3.90e+01
5.12e+02,-5.00e+00,-4.75e+00,-4.75e+00,1.60e+01,3.90e+01
7.68e+02,-5.00e+00,-4.50e+00,-4.50e+00,1.60e+01,3.90e+01
1.02e+03,-5.00e+00,-4.50e+00,-4.50e+00,1.60e+01,3.90e+01
1.28e+03,-5.00e+00,-4.50e+00,-4.50e+00,1.60e+01,3.90e+01
1.54e+03,-5.00e+00,-4.50e+00,-4.50e+00,1.60e+01,3.90e+01
1.79e+03,-5.00e+00,-4.50e+00,-4.50e+00,1.60e+01,3.90e+01
2.05e+03,-5.00e+00,-4.50e+00,-4.50e+00,1.60e+01,3.90e+01
2.30e+03,-5.00e+00,-4.50e+00,-4.50e+00,1.60e+01,3.90e+01
2.56e+03,-5.00e+00,-4.50e+00,-4.50e+00,1.60e+01,3.90e+01
2.82e+03,-5.00e+00,-4.50e+00,-4.50e+00,1.60e+01,3.90e+01
3.07e+03,-5.00e+00,-4.50e+00,-4.50e+00,1.60e+01,3.90e+01
3.33e+03,-5.00e+00,-4.50e+00,-4.50e+00,1.60e+01,3.90e+01
3.58e+03,-5.00e+00,-4.25e+00,-4.25e+00,1.60e+01,3.90e+01
3.84e+03,-5.00e+00,-4.25e+00,-4.25e+00,1.60e+01,3.90e+01
4.10e+03,-5.00e+00,-4.25e+00,-4.25e+00,1.60e+01,3.90e+01
4.35e+03,-5.00e+00,-4.25e+00,-4.25e+00,1.60e+01,3.90e+01
4.61e+03,-5.00e+00,-4.25e+00,-4.25e+00,1.60e+01,3.90e+01
4.86e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
5.12e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
5.38e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
5.63e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
5.89e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
6.14e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
6.40e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
6.66e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
6.91e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
7.17e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
7.42e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
7.68e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
7.94e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
8.19e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
8.45e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
8.70e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
8.96e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
9.22e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
9.47e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
9.73e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
9.98e+03,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.02e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.05e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.08e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.10e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.13e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.15e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.18e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.20e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.23e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.25e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.28e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.31e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.33e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.36e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.38e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.41e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.43e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
1.46e+04,-5.00e+00,-3.75e+00,-3.75e+00,1.60e+01,3.90e+01
